0  0.0013403261565437877
1  0.00869162091161101
2  0.02950294398698149
3  0.06454695399054518
4  0.10593622570461735
5  0.14114422855556993
6  0.1562883372702129
7  0.14742326238540213
8  0.12197598766269194
9  0.08914903480748186
10  0.05994253942924182
11  0.035964892915824366
12  0.019780060361982675
13  0.010148634286489197
14  0.004642259064546954
15  0.002194981188128179
16  7.915808595117429E-4
17  3.4375423779593614E-4
18  1.293020527489301E-4
19  4.7305629054486623E-5
20  3.1537086036324418E-6
21  1.2614834414529767E-5
